"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL332906";"";"0";"336.79";"0";"4.00";"30";"Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"25.83";"0.50";"4.70";"9.40";"0";"CHEMBL677832";"Inhibitory activity against epidermal growth factor receptor tyrosine kinase.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130217";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL1087054";"";"0";"459.57";"1";"5.25";"2a";"CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(O)cc2O)NC(SCc2ccccc2)=N1";"IC50";"'='";"93500.0";"nM";"4.03";"";"";"UO_0000065";"8.77";"0.17";"-1.22";"4.29";"0";"CHEMBL1103281";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154872";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL1077068";"";"0";"616.62";"3";"3.62";"3e";"CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)=N1";"IC50";"'='";"88300.0";"nM";"4.05";"";"";"UO_0000065";"6.57";"0.13";"0.43";"1.83";"0";"CHEMBL1103281";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154872";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL340484";"";"0";"456.39";"0";"3.58";"3u";"CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1";"IC50";"'='";"4.9";"nM";"8.31";"";"";"UO_0000065";"18.21";"0.39";"4.73";"12.01";"1";"CHEMBL677387";"Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130246";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL2408828";"";"0";"680.14";"2";"4.46";"10f";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"10.12";"0.20";"2.43";"4.33";"0";"CHEMBL2412780";"Inhibition of wild type EGFR (unknown origin) using Tyr 4 peptide as substrate after 1.5 hrs by FRET based Z'-lyte assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407010";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"None";""
"CHEMBL113985";"";"0";"522.40";"1";"4.45";"36";"COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12";"IC50";"'='";"5390.0";"nM";"5.27";"";"";"UO_0000065";"10.09";"0.21";"0.82";"5.29";"1";"CHEMBL680028";"Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145020";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None";""
"CHEMBL35820";"";"0";"388.26";"0";"4.93";"K00042, Diethoxyquinazoline1";"CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC";"IC50";"'='";"0.006";"nM";"11.22";"Outside typical range";"";"UO_0000065";"";"";"";"";"1";"CHEMBL939337";"Inhibition of wild type EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145498";"1";"Scientific Literature";"Proc. Natl. Acad. Sci. U.S.A.";"2007";"None";""
"CHEMBL271113";"";"0";"388.23";"0";"3.05";"123, page S27 table 1";"CN(CC(=O)O)c1c(Br)cccc1Nc1ncnc2ccncc12";"IC50";"'='";"16.22";"nM";"7.79";"";"";"UO_0000065";"20.07";"0.44";"4.74";"8.54";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL553";"ERLOTINIB";"4";"393.44";"0";"3.41";"erlotinib";"C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"19.41";"0.36";"4.23";"10.22";"0";"CHEMBL924351";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140520";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL411897";"";"0";"510.00";"1";"4.21";"12p";"COC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"14.81";"0.29";"3.34";"6.85";"0";"CHEMBL947896";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143160";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL427671";"";"0";"372.41";"0";"4.32";"10";"Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12";"IC50";"'='";"81.0";"nM";"7.09";"";"";"UO_0000065";"19.04";"0.35";"2.77";"11.81";"0";"CHEMBL903494";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139130";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL607707";"PELITINIB";"2";"467.93";"1";"5.10";"4 (EKB-569)";"CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C";"IC50";"'='";"83.0";"nM";"7.08";"";"";"UO_0000065";"15.13";"0.29";"1.98";"7.84";"0";"CHEMBL683041";"Inhibition of Epidermal Growth Factor Receptor (EGFR) autophosphorylation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135208";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL154580";"";"0";"182.22";"0";"3.21";"22";"C=CC(=O)c1ccc2ccccc2c1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"27.44";"0.49";"1.79";"29.29";"0";"CHEMBL857165";"Inhibition of Epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"None";""
"CHEMBL67003";"";"0";"560.62";"1";"4.22";"28c";"Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21";"IC50";"'='";"1.8";"nM";"8.74";"";"";"UO_0000065";"15.60";"0.28";"4.52";"6.72";"0";"CHEMBL674637";"Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134862";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL309598";"";"0";"218.17";"0";"1.12";"44";"N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1";"IC50";"'='";"13500.0";"nM";"4.87";"";"";"UO_0000065";"22.32";"0.42";"3.75";"3.79";"0";"CHEMBL674643";"Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124610";"1";"Scientific Literature";"J. Med. Chem.";"1989";"None";""
"CHEMBL491686";"";"0";"399.48";"1";"5.27";"31, Table 5";"Cc1cc(Nc2ccnc(Nc3cccc(-c4nc5ccccc5s4)c3)n2)n[nH]1";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"14.32";"0.27";"0.45";"6.26";"0";"CHEMBL964945";"Inhibition of EGFR by virtual HTS assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153282";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL336264";"";"0";"391.25";"0";"3.45";"35";"C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1";"IC50";"'='";"0.43";"nM";"9.37";"";"";"UO_0000065";"23.94";"0.56";"5.92";"11.04";"1";"CHEMBL673925";"Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134843";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL44";"GENISTEIN";"2";"270.24";"0";"2.58";"genistein";"O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"22.20";"0.41";"3.42";"6.60";"1";"CHEMBL679549";"Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127678";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None";""
"CHEMBL285063";"";"0";"369.22";"0";"4.26";"4";"C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"24.80";"0.54";"4.89";"13.68";"1";"CHEMBL673925";"Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134843";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL2031304";"";"0";"471.96";"1";"5.38";"12";"CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1";"IC50";"'='";"0.51";"nM";"9.29";"";"";"UO_0000065";"19.69";"0.38";"3.91";"11.71";"0";"CHEMBL2033041";"Inhibition of human recombinant EGFR using Ulight-CAGAGAIETDKEYYTVKD as substrate after 15 mins by time-resolved fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029270";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2029425";"";"0";"556.67";"1";"4.59";"2f";"C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1";"IC50";"'='";"3.52";"nM";"8.45";"";"";"UO_0000065";"15.19";"0.28";"3.86";"7.96";"0";"CHEMBL2033651";"Inhibition of EGFR after 1.5 hr by FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029259";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2031313";"";"0";"587.08";"2";"5.54";"21";"CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1";"IC50";"'='";"37.5";"nM";"7.43";"";"";"UO_0000065";"12.65";"0.24";"1.89";"6.11";"0";"CHEMBL2033041";"Inhibition of human recombinant EGFR using Ulight-CAGAGAIETDKEYYTVKD as substrate after 15 mins by time-resolved fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029270";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL7917";"TYRPHOSTIN AG-1478";"0";"315.76";"0";"4.04";"2";"COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"26.29";"0.52";"4.26";"14.75";"0";"CHEMBL832673";"Inhibitory concentration against Epidermal growth factor receptor tyrosine kinase activity";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138000";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL257814";"";"0";"392.44";"0";"3.48";"27";"CO/N=C/c1c(N)ncnc1Nc1ccc2c(c1)CCN2Cc1cccc(F)c1";"IC50";"'='";"57.0";"nM";"7.24";"";"";"UO_0000065";"18.46";"0.34";"3.76";"8.17";"0";"CHEMBL934832";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145585";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL273789";"";"0";"616.66";"2";"5.55";"7a";"CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F";"IC50";"'='";"263.0";"nM";"6.58";"";"";"UO_0000065";"10.67";"0.21";"1.03";"5.94";"0";"CHEMBL674106";"Inhibitory activity against epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146682";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL4290568";"";"0";"525.66";"1";"4.97";"24";"C=C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"17.12";"0.32";"4.03";"10.28";"0";"CHEMBL4258550";"Inhibition of recombinant human EGFR T790M/L858R double mutant (696 to end residues) using poly(Glu, Tyr) 4 : 1 as substrate after 1 hr by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R,T790M";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4257480";"1";"Scientific Literature";"MedChemComm";"2018";"None";""
"CHEMBL343352";"";"0";"270.72";"0";"3.61";"6";"Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"24.75";"0.48";"3.09";"10.50";"1";"CHEMBL677833";"In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145114";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None";""
"CHEMBL54475";"";"0";"301.15";"0";"3.53";"78, page S25 table 1";"Brc1cccc(Nc2ncnc3ncccc23)c1";"IC50";"'='";"691.83";"nM";"6.16";"";"";"UO_0000065";"20.45";"0.47";"2.63";"12.15";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL73820";"";"0";"205.17";"0";"1.09";"36";"N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O";"IC50";"'='";"25000.0";"nM";"4.60";"";"";"UO_0000065";"22.43";"0.42";"3.51";"4.53";"0";"CHEMBL674643";"Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124610";"1";"Scientific Literature";"J. Med. Chem.";"1989";"None";""
"CHEMBL2448064";"";"0";"453.35";"0";"4.55";"21";"COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCNCC1.Cl";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"15.65";"0.31";"1.97";"9.55";"0";"CHEMBL677388";"Inhibition of epidermal growth factor receptor kinase activity at a concentration of 2 uM of ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135889";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL4293145";"";"0";"497.56";"0";"4.83";"11";"C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1O[C@H]1CCOC1";"IC50";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"18.40";"0.34";"4.32";"9.20";"0";"CHEMBL4258550";"Inhibition of recombinant human EGFR T790M/L858R double mutant (696 to end residues) using poly(Glu, Tyr) 4 : 1 as substrate after 1 hr by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R,T790M";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4257480";"1";"Scientific Literature";"MedChemComm";"2018";"None";""
"CHEMBL4282954";"";"0";"496.57";"0";"4.50";"16";"C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCOCC1";"IC50";"'='";"13.5";"nM";"7.87";"";"";"UO_0000065";"15.85";"0.29";"3.37";"8.41";"0";"CHEMBL4258549";"Inhibition of Wild type human EGFR using poly(Glu, Tyr) 4 : 1 as substrate after 1 hr by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4257480";"1";"Scientific Literature";"MedChemComm";"2018";"None";""
"CHEMBL472544";"";"0";"526.00";"1";"2.52";"10";"Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)NNC(=O)CCN1CCOCC1";"IC50";"'='";"620.0";"nM";"6.21";"";"";"UO_0000065";"11.80";"0.23";"3.69";"4.32";"0";"CHEMBL971642";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156722";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL420254";"";"0";"343.23";"0";"4.57";"34, page S24 table 1";"CCNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1";"IC50";"'='";"12.02";"nM";"7.92";"";"";"UO_0000065";"23.08";"0.52";"3.35";"15.89";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL433205";"";"0";"304.27";"0";"3.97";"19, page S23 table 1";"Nc1ccc2c(Nc3cccc(C(F)(F)F)c3)ncnc2c1";"IC50";"'='";"3.311";"nM";"8.48";"";"";"UO_0000065";"27.87";"0.53";"4.51";"13.29";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL328216";"";"0";"330.19";"0";"3.30";"12, page S23 table 1";"Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N";"IC50";"'='";"0.1202";"nM";"9.92";"";"";"UO_0000065";"30.04";"0.68";"6.62";"11.04";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL1914654";"";"0";"429.29";"0";"4.64";"(R)-47";"Br.C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccc(F)cc1";"IC50";"'='";"3.8";"nM";"8.42";"";"";"UO_0000065";"24.17";"0.44";"3.78";"11.40";"0";"CHEMBL1920033";"Inhibition of EGFR by Z-LYTE assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914342";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";"None";""
"CHEMBL1914657";"";"0";"479.30";"1";"5.52";"Rac-50";"Br.CC(Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccc(C(F)(F)F)cc1";"IC50";"'='";"4608.0";"nM";"5.34";"";"";"UO_0000065";"13.40";"0.25";"-0.18";"7.23";"0";"CHEMBL1920033";"Inhibition of EGFR by Z-LYTE assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914342";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";"None";""
"CHEMBL1914673";"";"0";"411.28";"1";"5.70";"(R)-44";"C[C@@H](Nc1ncnc2[nH]c(-c3ccc(Br)cc3)cc12)c1ccc(F)cc1";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"18.33";"0.40";"1.84";"14.06";"0";"CHEMBL1920033";"Inhibition of EGFR by Z-LYTE assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914342";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";"None";""
"CHEMBL25610";"";"0";"432.88";"0";"3.89";"8";"COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCOCC1";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"14.78";"0.29";"2.51";"9.31";"0";"CHEMBL677388";"Inhibition of epidermal growth factor receptor kinase activity at a concentration of 2 uM of ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135889";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL354310";"";"0";"381.44";"0";"1.75";"13o(Diastereomer)";"COc1cccc(-c2cn(C3CC(C(=O)NCCO)C3)c3ncnc(N)c23)c1";"IC50";"'='";"330.0";"nM";"6.48";"";"";"UO_0000065";"16.99";"0.32";"4.73";"5.62";"0";"CHEMBL674693";"Inhibition of Epidermal growth factor receptor (EGF-R) tyrosine kinase activity ";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134829";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2001";"None";""
"CHEMBL75177";"";"0";"298.78";"0";"4.23";"Cyclohexane-3";"Clc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"25.23";"0.49";"3.31";"14.06";"0";"CHEMBL4315485";"Inhibition of EGFR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4312005";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";""
